Metagenome,MAG_ID,BGC_ID,class,Predicted product,TPM,Domain,Phylum,Class,Order,Family,Genus,Species
M37,Aegir_M37_B6,INLLGIOK_20.region001,RiPP,ranthipeptide,308.6379568,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
M37,Aegir_M37_B7,EBIPKGNL_900.region001,Terpene,Terpene generic,511.7096627,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,
M37,Aegir_M37_B9,EMJIGOFO_64.region001,Other,arylpolyene,26030.84323,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M37,Aegir_M37_B9,EMJIGOFO_50.region002,RiPP,RiPP-like,4321.52296,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M38,Aegir_M38_B1,KIECNAKK_93.region001,RiPP,RiPP-like,6323.372825,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B10,GHIKEMJA_42.region001,Other,arylpolyene,2251.083808,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M38,Aegir_M38_B10,GHIKEMJA_194.region001,RiPP,RiPP-like,2074.967611,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M38,Aegir_M38_B10,GHIKEMJA_43.region001,NRP,NRP generic,174.2481184,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
M38,Aegir_M38_B101,OPDMMHKB_26.region001,Other,arylpolyene,2361.736678,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M38,Aegir_M38_B101,OPDMMHKB_58.region001,NRP,NRP generic,1555.954896,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
M38,Aegir_M38_B102,CFOIEDKB_195.region001,RiPP,RRE-containing,330.4326628,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,CAMZKQ01,
M38,Aegir_M38_B103,GFMOCMNL_119.region001,Other,arylpolyene,397.2648273,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_484.region001,Terpene,Terpene generic,364.8228871,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_518.region001,RiPP,RRE-containing,283.1152855,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_358.region001,Other,arylpolyene,195.8699954,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_242.region001,Other,resorcinol,143.0224411,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_326.region001,Polyketide,T1PKS,58.09508655,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B103,GFMOCMNL_41.region001,Terpene,Terpene generic,50.16122361,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
M38,Aegir_M38_B104,ENCCGMIM_46.region001,RiPP,ranthipeptide,364.9434441,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M38,Aegir_M38_B104,ENCCGMIM_73.region001,Other,betalactone,360.3875541,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
M38,Aegir_M38_B105,GECPGONF_1.region001,RiPP,RiPP-like,7028.492878,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M38,Aegir_M38_B105,GECPGONF_120.region001,RiPP,RRE-containing,2938.04993,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M38,Aegir_M38_B105,GECPGONF_22.region001,RiPP,RRE-containing,1620.150755,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M38,Aegir_M38_B109,PLALPCGD_70.region001,RiPP,RRE-containing,1588.410834,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
M38,Aegir_M38_B13,JGAODFDO_32.region001,RiPP,RiPP-like,328.6934901,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
M38,Aegir_M38_B13,JGAODFDO_11.region001,RiPP,RRE-containing,249.217094,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
M38,Aegir_M38_B13,JGAODFDO_8.region001,RiPP,RRE-containing,190.9449434,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
M38,Aegir_M38_B15,PNCLIAJG_200.region001,Other,arylpolyene,408.9830164,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
M38,Aegir_M38_B15,PNCLIAJG_176.region001,Other,arylpolyene,72.89302597,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
M38,Aegir_M38_B16,IOIKAMCH_36.region001,Other,acyl_amino_acids,975.0544061,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,UBA583,UBA583,
M38,Aegir_M38_B18,CDLOGJGO_39.region001,RiPP,RRE-containing,1704.388954,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B19,ECPBKFON_90.region001,Other,ectoine,7070.407666,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,
M38,Aegir_M38_B19,ECPBKFON_167.region001,RiPP,RRE-containing,4815.202728,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,
M38,Aegir_M38_B19,ECPBKFON_70.region001,Polyketide,hglE-KS,2251.725128,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,
M38,Aegir_M38_B20,CFBDOOPH_194.region001,RiPP,RRE-containing,1704.000233,Bacteria,Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,,
M38,Aegir_M38_B21,NIMPLCKH_142.region001,Polyketide,T1PKS,2369.579008,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M38,Aegir_M38_B22,HBKOMCGO_53.region001,Terpene,Terpene generic,1760.990414,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M38,Aegir_M38_B22,HBKOMCGO_9.region001,Terpene,Terpene generic,432.2327778,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M38,Aegir_M38_B22,HBKOMCGO_49.region001,Other,hserlactone,208.3241569,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M38,Aegir_M38_B23,IJJEGNDG_82.region001,Terpene,Terpene generic,115.284158,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
M38,Aegir_M38_B25,CIGBJIDC_81.region001,Other,arylpolyene,444.344023,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
M38,Aegir_M38_B25,CIGBJIDC_133.region001,Terpene,Terpene generic,330.8498816,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
M38,Aegir_M38_B25,CIGBJIDC_43.region001,Hybrid,arylpolyene:resorcinol,253.1938934,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
M38,Aegir_M38_B26,BHAGBGDA_98.region001,RiPP,redox-cofactor,13358.93897,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M38,Aegir_M38_B26,BHAGBGDA_6.region001,NRP,NRP generic,4957.094257,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M38,Aegir_M38_B26,BHAGBGDA_23.region001,Other,arylpolyene,4052.707148,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M38,Aegir_M38_B26,BHAGBGDA_124.region001,Terpene,Terpene generic,3472.213237,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M38,Aegir_M38_B26,BHAGBGDA_27.region001,RiPP,RiPP-like,2274.720637,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M38,Aegir_M38_B28,AKLHHOGF_201.region001,RiPP,RiPP-like,5448.185041,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
M38,Aegir_M38_B28,AKLHHOGF_88.region001,NRP,NRPS-like,758.4965636,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
M38,Aegir_M38_B28,AKLHHOGF_99.region001,NRP,NRPS-like,305.8957335,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
M38,Aegir_M38_B29,COJGKPDN_31.region001,Polyketide,T3PKS,81.90927078,Bacteria,Krumholzibacteriota,Krumholzibacteriia,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
M38,Aegir_M38_B29,COJGKPDN_330.region001,RiPP,RRE-containing,49.11309101,Bacteria,Krumholzibacteriota,Krumholzibacteriia,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
M38,Aegir_M38_B3,IAPKAHNK_3.region001,RiPP,RiPP-like,181.7146848,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,,
M38,Aegir_M38_B30,APGDIBME_27.region001,Terpene,Terpene generic,13106.17977,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M38,Aegir_M38_B30,APGDIBME_25.region001,RiPP,ranthipeptide,10505.56763,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M38,Aegir_M38_B30,APGDIBME_12.region001,NRP,NRP generic,10439.78796,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M38,Aegir_M38_B30,APGDIBME_16.region001,Hybrid,NRPS:T1PKS,3066.660614,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M38,Aegir_M38_B30,APGDIBME_32.region001,Terpene,Terpene generic,2655.083207,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M38,Aegir_M38_B31,JEMMGIEH_106.region001,Hybrid,arylpolyene:resorcinol,462.402488,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M38,Aegir_M38_B31,JEMMGIEH_26.region001,Other,arylpolyene,360.5950514,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
M38,Aegir_M38_B32,EHIJNLMB_171.region001,RiPP,RiPP-like,1011.550729,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M38,Aegir_M38_B33,BIBOBJMB_42.region001,RiPP,lassopeptide,553.1218546,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_144.region001,RiPP,RRE-containing,256.9989509,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_307.region001,Other,arylpolyene,131.045644,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_92.region001,RiPP,RiPP-like,113.1395179,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_214.region001,RiPP,RiPP-like,110.8119607,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_211.region001,Other,arylpolyene,88.7024621,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B33,BIBOBJMB_308.region001,RiPP,RRE-containing,63.14361471,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
M38,Aegir_M38_B35,NPMGFPNF_58.region001,RiPP,RiPP-like,5847.210481,Bacteria,Myxococcota,UBA9042,PWKZ01,PWKZ01,,
M38,Aegir_M38_B35,NPMGFPNF_594.region001,Terpene,Terpene generic,48.12733133,Bacteria,Myxococcota,UBA9042,PWKZ01,PWKZ01,,
M38,Aegir_M38_B36,JNFGIEIN_99.region001,Other,hserlactone,652.3627951,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M38,Aegir_M38_B36,JNFGIEIN_4.region001,Terpene,Terpene generic,342.6186028,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M38,Aegir_M38_B36,JNFGIEIN_107.region001,RiPP,RiPP-like,172.465576,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M38,Aegir_M38_B38,LMPFGBPF_127.region001,Terpene,Terpene generic,1030.956273,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M38,Aegir_M38_B4,CCEEDJDB_76.region001,RiPP,ranthipeptide,1163.811856,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,G60ANME1,G60ANME1 sp025464325
M38,Aegir_M38_B42,APGNHLOD_104.region001,RiPP,ranthipeptide,322.269342,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Aldehydirespiratoraceae,SZUA-87,
M38,Aegir_M38_B42,APGNHLOD_34.region001,Terpene,Terpene generic,177.376702,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Aldehydirespiratoraceae,SZUA-87,
M38,Aegir_M38_B43,NPMKINEH_135.region001,NRP,NRP generic,3639.501991,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
M38,Aegir_M38_B43,NPMKINEH_108.region001,Terpene,Terpene generic,1281.396796,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
M38,Aegir_M38_B43,NPMKINEH_141.region001,Other,arylpolyene,731.0289491,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
M38,Aegir_M38_B43,NPMKINEH_226.region001,NRP,NRP generic,45.23285795,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
M38,Aegir_M38_B44,FIGLHJNH_12.region001,Other,arylpolyene,3345.65484,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B44,FIGLHJNH_83.region001,RiPP,RRE-containing,2358.134595,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B44,FIGLHJNH_16.region001,RiPP,RiPP-like,1340.592518,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B46,GILEGNBK_184.region001,Terpene,Terpene generic,39.68641924,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,
M38,Aegir_M38_B47,IIPPKAGC_14.region001,RiPP,RiPP-like,5487.16925,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B49,KHHHKCJG_19.region001,Other,hydrogen-cyanide,174.3363547,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
M38,Aegir_M38_B49,KHHHKCJG_249.region001,RiPP,RiPP-like,101.382884,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
M38,Aegir_M38_B49,KHHHKCJG_257.region001,RiPP,RiPP-like,37.91193297,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
M38,Aegir_M38_B50,ONIMNOCE_75.region001,RiPP,RiPP-like,727.0046649,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M38,Aegir_M38_B50,ONIMNOCE_16.region001,RiPP,RiPP-like,493.3583843,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
M38,Aegir_M38_B52,GCJABBPA_119.region001,Polyketide,T3PKS,144.8415106,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M38,Aegir_M38_B52,GCJABBPA_134.region001,Terpene,Terpene generic,129.1899426,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M38,Aegir_M38_B52,GCJABBPA_57.region001,Hybrid,NRPS-like:T1PKS,92.60329293,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
M38,Aegir_M38_B53,PEHBDAKJ_4.region001,RiPP,RiPP-like,3030.348381,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,
M38,Aegir_M38_B54,IPCMLAMI_199.region001,Terpene,Terpene generic,227.317013,Bacteria,CAIWAD01,CAIWAD01,CAIWAD01,CAIWAD01,JAUIFJ01,
M38,Aegir_M38_B54,IPCMLAMI_124.region001,RiPP,RRE-containing,217.798061,Bacteria,CAIWAD01,CAIWAD01,CAIWAD01,CAIWAD01,JAUIFJ01,
M38,Aegir_M38_B57,ENFPJDJP_706.region001,Terpene,Terpene generic,202.817635,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B57,ENFPJDJP_123.region001,Terpene,Terpene generic,186.2351676,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B57,ENFPJDJP_372.region001,Terpene,Terpene generic,102.8825789,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B57,ENFPJDJP_700.region001,Polyketide,T1PKS,96.48371648,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B57,ENFPJDJP_571.region001,Other,other,81.39355405,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B57,ENFPJDJP_715.region001,NRP,NRPS-like,48.67888883,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,
M38,Aegir_M38_B6,LPEMMCJN_63.region001,RiPP,RRE-containing,1371.721636,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
M38,Aegir_M38_B61,EHKJGOEI_623.region001,Other,hserlactone,341.2737053,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,
M38,Aegir_M38_B64,NAOKMLNH_36.region001,RiPP,RiPP-like,3979.065705,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,,
M38,Aegir_M38_B64,NAOKMLNH_135.region001,RiPP,LAP,3595.114619,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,,
M38,Aegir_M38_B64,NAOKMLNH_87.region001,Polyketide,T3PKS,1280.775427,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,,
M38,Aegir_M38_B64,NAOKMLNH_48.region001,RiPP,RiPP-like,529.192619,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,,
M38,Aegir_M38_B66,EMLCJMHO_100.region001,NRP,NRP generic,17533.94452,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,
M38,Aegir_M38_B66,EMLCJMHO_126.region001,Hybrid,arylpolyene:resorcinol,6435.507313,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,
M38,Aegir_M38_B66,EMLCJMHO_94.region001,Other,arylpolyene,5734.380962,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,
M38,Aegir_M38_B66,EMLCJMHO_35.region001,RiPP,thiopeptide,4168.771131,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,
M38,Aegir_M38_B67,ADJEFGIL_184.region001,RiPP,lassopeptide,2094.260911,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
M38,Aegir_M38_B67,ADJEFGIL_49.region001,NRP,NRPS-like,457.100841,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
M38,Aegir_M38_B67,ADJEFGIL_21.region001,RiPP,RiPP-like,303.6826824,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
M38,Aegir_M38_B67,ADJEFGIL_159.region001,Hybrid,arylpolyene:resorcinol,270.3942366,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
M38,Aegir_M38_B67,ADJEFGIL_44.region001,RiPP,RRE-containing,221.5421414,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
M38,Aegir_M38_B68,FFDAKDOA_14.region001,Terpene,Terpene generic,100.4495449,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,,
M38,Aegir_M38_B7,KJAMEGOG_470.region001,NRP,NRP generic,150.2175747,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,
M38,Aegir_M38_B7,KJAMEGOG_257.region001,Other,hydrogen-cyanide,30.97194302,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,
M38,Aegir_M38_B71,CPPEEGKI_295.region001,Terpene,Terpene generic,131.5040482,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,
M38,Aegir_M38_B71,CPPEEGKI_169.region001,Polyketide,T3PKS,52.09624803,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,
M38,Aegir_M38_B72,JLHIKFCN_50.region001,Terpene,Terpene generic,33636.13204,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B72,JLHIKFCN_96.region001,Other,arylpolyene,31078.99167,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B72,JLHIKFCN_28.region001,Other,hydrogen-cyanide,31073.06207,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B72,JLHIKFCN_72.region001,RiPP,ranthipeptide,25614.1352,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_18.region001,RiPP,ranthipeptide,5384.327191,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_85.region001,Polyketide,T1PKS,3127.039263,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_70.region001,Other,arylpolyene,3106.354975,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_108.region001,NRP,CDPS,2110.291711,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_74.region001,RiPP,RiPP-like,1373.619292,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B73,GACEDKPE_81.region001,Terpene,Terpene generic,446.1332512,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
M38,Aegir_M38_B74,CNCNCCNP_209.region001,RiPP,RiPP-like,1049.86548,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
M38,Aegir_M38_B75,IBOODKDA_98.region001,RiPP,ranthipeptide,1061.372346,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
M38,Aegir_M38_B76,BPOLMMFO_66.region001,Polyketide,hglE-KS,818.4274099,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
M38,Aegir_M38_B76,BPOLMMFO_207.region001,RiPP,ranthipeptide,728.4810712,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
M38,Aegir_M38_B76,BPOLMMFO_82.region001,NRP,NRPS-like,341.3835564,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
M38,Aegir_M38_B76,BPOLMMFO_63.region001,RiPP,RRE-containing,271.4879364,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
M38,Aegir_M38_B77,IEOKNLIK_35.region001,RiPP,RiPP-like,10762.92517,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B77,IEOKNLIK_64.region001,Hybrid,arylpolyene:resorcinol,9724.046025,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M38,Aegir_M38_B79,CGJFFKOE_1.region001,RiPP,thiopeptide,1285.495197,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,
M38,Aegir_M38_B8,EBIDJMJL_52.region001,Other,arylpolyene,34.55725859,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
M38,Aegir_M38_B80,MIKMEDDN_29.region001,Terpene,Terpene generic,798.6242297,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M38,Aegir_M38_B81,FPKJGNPI_207.region001,RiPP,RiPP-like,457.4317738,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,,
M38,Aegir_M38_B81,FPKJGNPI_532.region001,RiPP,RRE-containing,202.7484848,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,,
