Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M25,Aegir_M25_B9,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__
M25,Aegir_M25_B90,2,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Aquifex;s__
M25,Aegir_M25_B91,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Poriferihabitantaceae;g__;s__
M25,Aegir_M25_B92,0,Bacteria,Patescibacteriota,Microgenomatia,UBA1400,PJMF01,WFTH01,0,d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__WFTH01;s__
M25,Aegir_M25_B93,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JALSRW01;s__
M25,Aegir_M25_B94,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
M25,Aegir_M25_B95,3,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01;s__
M25,Aegir_M25_B96,1,Bacteria,J088,J088,J088,0,0,0,d__Bacteria;p__J088;c__J088;o__J088;f__;g__;s__
M25,Aegir_M25_B97,0,Bacteria,Chloroflexota,Anaerolineae,JAADDB01,JAADDB01,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__;s__
M25,Aegir_M25_B98,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__
M25,Aegir_M25_B99,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__JALWUZ01;s__
M26,Aegir_M26_B10,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M26,Aegir_M26_B11,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__
M26,Aegir_M26_B12,2,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Caminibacter;s__
M26,Aegir_M26_B13,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JALTDM01;g__JALTDM01;s__
M26,Aegir_M26_B14,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__
M26,Aegir_M26_B15,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,S143-63,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__
M26,Aegir_M26_B16,0,Archaea,Nanobdellota,Nanobdellia,0,0,0,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__;f__;g__;s__
M26,Aegir_M26_B17,1,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,0,d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__Thermosulfidibacteraceae;g__Thermosulfidibacter;s__
M26,Aegir_M26_B18,2,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M26,Aegir_M26_B19,2,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__;s__
M26,Aegir_M26_B2,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__
M26,Aegir_M26_B20,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignicoccaceae,Ignicoccus,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__
M26,Aegir_M26_B21,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp030949945
M26,Aegir_M26_B22,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiosulfativibrio;s__
M26,Aegir_M26_B23,0,Archaea,Nanobdellota,Nanobdellia,0,0,0,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__;f__;g__;s__
M26,Aegir_M26_B24,0,Bacteria,DYJV01,DYJV01,DYJV01,JALVYZ01,JALVYZ01,0,d__Bacteria;p__DYJV01;c__DYJV01;o__DYJV01;f__JALVYZ01;g__JALVYZ01;s__
M26,Aegir_M26_B25,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M26,Aegir_M26_B26,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp913056305
M26,Aegir_M26_B27,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M26,Aegir_M26_B28,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,JALSPZ01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__JALSPZ01;s__
M26,Aegir_M26_B29,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__
M26,Aegir_M26_B3,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__
M26,Aegir_M26_B30,0,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,SZUA-1452,0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__SZUA-1452;s__
M26,Aegir_M26_B31,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__
M26,Aegir_M26_B32,2,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Persephonella_A;s__
M26,Aegir_M26_B33,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__
M26,Aegir_M26_B34,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__
M26,Aegir_M26_B35,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignicoccaceae,Ignicoccus,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__
M26,Aegir_M26_B36,0,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,JAADFF01,JAADFF01,0,d__Bacteria;p__Coprothermobacterota;c__Coprothermobacteria;o__Coprothermobacterales;f__JAADFF01;g__JAADFF01;s__
M26,Aegir_M26_B37,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__
M26,Aegir_M26_B38,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,0,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__
M26,Aegir_M26_B39,0,Bacteria,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium_B,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium_B;s__
M26,Aegir_M26_B4,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__
M26,Aegir_M26_B40,1,Bacteria,Aquificota,Aquificia,Aquificales,QOAS01,QOAS01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__QOAS01;g__QOAS01;s__
M26,Aegir_M26_B41,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,0,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__
M26,Aegir_M26_B42,1,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,0,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Marinitoga;s__
M26,Aegir_M26_B43,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,0,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__
M26,Aegir_M26_B44,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,0,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__
M26,Aegir_M26_B45,0,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,WFXV01,0,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__WFXV01;s__
M26,Aegir_M26_B46,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__QNYQ01;s__
M26,Aegir_M26_B47,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M26,Aegir_M26_B5,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,QNZC01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__QNZC01;s__
M26,Aegir_M26_B6,1,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,JAADDX01,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__JAADDX01;g__;s__
M26,Aegir_M26_B7,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,UBA852,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA852;s__
M26,Aegir_M26_B8,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__
M26,Aegir_M26_B9,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__S143-33;s__
M33,Barite_M33_B1,1,Bacteria,Omnitrophota,Koll11,Tantalellales,Tantalellaceae,DAOVKF01,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__Tantalellales;f__Tantalellaceae;g__DAOVKF01;s__
M33,Barite_M33_B10,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,JAHRVQ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae;g__JAHRVQ01;s__
M33,Barite_M33_B100,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__CSBR16-224;g__;s__
M33,Barite_M33_B101,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M33,Barite_M33_B102,4,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__NORP259;s__
M33,Barite_M33_B103,3,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__
M33,Barite_M33_B104,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M33,Barite_M33_B105,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__
M33,Barite_M33_B106,4,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,QNFE01,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__QNFE01;f__QNFE01;g__;s__
M33,Barite_M33_B107,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M33,Barite_M33_B108,4,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Cephaloticoccus,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;s__
M33,Barite_M33_B109,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BCD1;s__
M33,Barite_M33_B11,0,Bacteria,Desulfobacterota,Anaeroferrophillalia,Anaeroferrophillales,Anaeroferrophillaceae,DQWO01,0,d__Bacteria;p__Desulfobacterota;c__Anaeroferrophillalia;o__Anaeroferrophillales;f__Anaeroferrophillaceae;g__DQWO01;s__
M33,Barite_M33_B110,5,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,0,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__
M33,Barite_M33_B111,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp030949325
M33,Barite_M33_B112,4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__
M33,Barite_M33_B113,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__;s__
M33,Barite_M33_B114,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
M33,Barite_M33_B115,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__CAJXZP01;s__
M33,Barite_M33_B12,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
M33,Barite_M33_B13,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__
M33,Barite_M33_B14,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M33,Barite_M33_B15,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GCA-2733885,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__GCA-2733885;s__
M33,Barite_M33_B16,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JAHQVV01,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAHQVV01;s__
M33,Barite_M33_B17,2,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2746235;s__
M33,Barite_M33_B18,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
M33,Barite_M33_B19,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
M33,Barite_M33_B2,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__
M33,Barite_M33_B20,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__Kordiimonas;s__
M33,Barite_M33_B21,9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__
M33,Barite_M33_B22,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__
M33,Barite_M33_B23,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__WTBX01;s__
M33,Barite_M33_B24,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,JAUIEX01,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__JAUIEX01;g__;s__
M33,Barite_M33_B25,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,SXRF01,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__;s__
M33,Barite_M33_B26,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__OSC116;g__OCS116;s__
M33,Barite_M33_B27,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,CSBR16-224,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__CSBR16-224;g__;s__
M33,Barite_M33_B28,7,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,Arctic95D-9,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
M33,Barite_M33_B29,7,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
M33,Barite_M33_B3,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_B,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_B;s__
M33,Barite_M33_B30,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__
M33,Barite_M33_B31,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__
M33,Barite_M33_B32,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__
M33,Barite_M33_B33,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__
M33,Barite_M33_B34,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M33,Barite_M33_B35,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M33,Barite_M33_B36,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M33,Barite_M33_B37,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__JBALVT01;s__
M33,Barite_M33_B38,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__
M33,Barite_M33_B39,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,JAJFHR01,JAJFHR01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__JAJFHR01;g__JAJFHR01;s__
M33,Barite_M33_B4,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Poriferihabitantaceae;g__JAAELZ01;s__
M33,Barite_M33_B40,2,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__;s__
M33,Barite_M33_B41,2,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
M33,Barite_M33_B42,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,JAJRYK01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__JAJRYK01;s__
