Metagenome,MAG,BGC,class,Predicted product,Length (kb),Number of genes,Domain,Phylum,Class,Order,Family,Genus,Species
M25,Aegir_M25_B27,CEDJFLIO_171.region001,RiPP,ranthipeptide,8.61,12,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,0
M25,Aegir_M25_B29,LCLGOFJB_213.region001,RiPP,RRE-containing,10.82,10,Bacteria,Spirochaetota,Leptospiria,Leptospirales,Leptonemataceae,JAGRNA01,0
M25,Aegir_M25_B32,EPFHNGPE_33.region001,Other,arylpolyene,41.15,35,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0
M25,Aegir_M25_B33,GMCODDEA_19.region001,RiPP,RRE-containing,20.4,13,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVHX01,0
M25,Aegir_M25_B34,FHCMHAMK_203.region001,Hybrid,PUFA:T1PKS,22.85,11,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B34,FHCMHAMK_510.region001,Terpene,Terpene generic,15.37,12,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B34,FHCMHAMK_391.region001,RiPP,RRE-containing,11.01,8,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0
M25,Aegir_M25_B35,MMCIJMOE_28.region001,RiPP,redox-cofactor,3.33,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_60.region001,NRP,NRPS-like,3.89,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_79.region001,RiPP,RiPP-like,6.76,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B35,MMCIJMOE_138.region001,Terpene,Terpene generic,10.38,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M25,Aegir_M25_B36,KIPJBGOE_56.region001,RiPP,RRE-containing,19.81,18,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,0
M25,Aegir_M25_B37,ALJMBEPD_38.region001,Other,nucleoside,20.93,14,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,JALSTC01,JALSTC01 sp026983935
M25,Aegir_M25_B38,KCLEFMIG_17.region001,Terpene,Terpene generic,22.03,17,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_18.region001,Other,arylpolyene,41.23,36,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_18.region002,Other,arylpolyene,42.25,32,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_28.region001,NRP,NRPS-like,27.73,23,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_29.region001,RiPP,RiPP-like,8.17,5,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B38,KCLEFMIG_34.region001,Hybrid,arylpolyene:resorcinol,48.33,44,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M25,Aegir_M25_B4,LJDOBCNF_117.region001,Terpene,Terpene generic,8.66,12,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,0,0
M25,Aegir_M25_B40,EJKDLJJF_21.region001,Other,arylpolyene,5.18,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B40,EJKDLJJF_58.region001,Other,resorcinol,3.98,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B40,EJKDLJJF_202.region001,Other,arylpolyene,3.36,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M25,Aegir_M25_B46,IIHGGKOK_68.region001,Terpene,Terpene generic,21.02,12,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B46,IIHGGKOK_97.region001,Terpene,Terpene generic,21.52,19,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B46,IIHGGKOK_3.region001,NRP,NRPS-like,43.4,36,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,0
M25,Aegir_M25_B47,LPFNNGLO_158.region001,Terpene,Terpene generic,21.8,17,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGWW01,0,0
M25,Aegir_M25_B48,EOLDCPEM_116.region001,RiPP,RRE-containing,6.89,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,0
M25,Aegir_M25_B5,PMJAACFD_41.region001,Terpene,Terpene generic,24.36,18,Bacteria,J088,J088,J088,J088,J088,0
M25,Aegir_M25_B5,PMJAACFD_49.region001,Polyketide,T3PKS,41.13,43,Bacteria,J088,J088,J088,J088,J088,0
M25,Aegir_M25_B50,ADKCALKC_20.region001,Other,hserlactone,16.18,19,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_31.region001,RiPP,RiPP-like,9.57,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_51.region001,Polyketide,T1PKS,18.28,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B50,ADKCALKC_6.region001,RiPP,RRE-containing,6.92,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,0
M25,Aegir_M25_B51,JAIACPEE_13.region001,Hybrid,lassopeptide:RRE-containing,27.4,25,Bacteria,WOR-3,Hydrothermia,WGAB01,WGAB01,WGAB01,0
M25,Aegir_M25_B54,NMEKPIAN_589.region001,RiPP,RRE-containing,9.82,7,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_575.region001,Terpene,Terpene generic,9.86,8,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_397.region001,RiPP,RiPP-like,6.44,7,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B54,NMEKPIAN_308.region001,RiPP,RiPP-like,2.82,5,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,0
M25,Aegir_M25_B55,CMAAFGAB_32.region001,NRP,NRPS-like,33.61,35,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_35.region001,RiPP,RiPP-like,8.36,11,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_51.region001,Terpene,Terpene generic,15.83,14,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B56,NICDANKK_39.region001,NRP,NRP generic,7.48,1,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_56.region001,Hybrid,NRPS:T1PKS,25.45,4,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_66.region001,NRP,NRP generic,6.27,2,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_55.region001,NRP,NRP generic,23.94,4,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_1.region001,NRP,NRP generic,30.56,15,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_51.region001,RiPP,RRE-containing,20.37,20,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B56,NICDANKK_73.region001,Terpene,Terpene generic,17.94,9,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,0
M25,Aegir_M25_B57,MFBIBGIB_179.region001,RiPP,RRE-containing,6.35,6,Bacteria,Aquificota,Aquificia,Aquificales,QOAS01,QOAS01,0
M25,Aegir_M25_B58,EKAMJCNM_108.region001,Other,hserlactone,12.79,10,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B58,EKAMJCNM_204.region001,Terpene,Terpene generic,18.6,20,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B58,EKAMJCNM_173.region001,Other,hserlactone,5.3,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0
M25,Aegir_M25_B6,HLLDGPEO_16.region001,RiPP,RRE-containing,9.36,8,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M25,Aegir_M25_B6,HLLDGPEO_60.region001,RiPP,thiopeptide,24.4,24,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M25,Aegir_M25_B62,PHHBDHMB_81.region001,RiPP,ranthipeptide,21.27,21,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,0
M25,Aegir_M25_B63,ECEBLJCB_19.region001,RiPP,RiPP-like,5.19,7,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrolobus,0
M25,Aegir_M25_B64,NPKIOIOJ_12.region001,NRP,NRPS-like,11.85,12,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,0
M25,Aegir_M25_B64,NPKIOIOJ_34.region001,RiPP,RRE-containing,3.27,3,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,0
M25,Aegir_M25_B65,AJPDMLKK_206.region001,RiPP,redox-cofactor,3.88,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_334.region001,RiPP,RiPP-like,2.52,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_83.region001,Terpene,Terpene generic,9.76,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_341.region001,Polyketide,T1PKS,9.97,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B66,JDPKAENK_110.region001,Other,arylpolyene,16.45,14,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,0
M25,Aegir_M25_B67,FIJJPHGJ_218.region001,RiPP,RiPP-like,3.16,4,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JALXEW01,JALXEW01,0
M25,Aegir_M25_B69,IAAOHMCL_14.region001,RiPP,RiPP-like,11.09,12,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,0
M25,Aegir_M25_B69,IAAOHMCL_9.region001,RiPP,RRE-containing,20.27,21,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,0
M25,Aegir_M25_B7,ICOMKHEL_87.region001,RiPP,RiPP-like,5.99,4,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,EX4484-58,0
M25,Aegir_M25_B7,ICOMKHEL_90.region001,RiPP,RRE-containing,20.38,13,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,EX4484-58,0
M25,Aegir_M25_B70,AMOJAIOH_40.region001,Hybrid,NRPS:T1PKS,36.42,13,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M25,Aegir_M25_B70,AMOJAIOH_8.region001,RiPP,RRE-containing,10.48,10,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M25,Aegir_M25_B73,FLFHMAHC_121.region001,RiPP,RiPP-like,8.13,7,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,0
M25,Aegir_M25_B73,FLFHMAHC_265.region001,RiPP,lanthipeptide,4.77,4,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,0
M25,Aegir_M25_B73,FLFHMAHC_117.region001,Other,betalactone,8.81,7,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,0
M25,Aegir_M25_B74,PAGHHCMK_117.region001,RiPP,RiPP-like,5.39,5,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M25,Aegir_M25_B74,PAGHHCMK_288.region001,RiPP,RRE-containing,3.86,8,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M25,Aegir_M25_B76,MONNEOAI_35.region001,RiPP,RiPP-like,9.26,5,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,0
M25,Aegir_M25_B77,IHGNANKF_24.region001,RiPP,RiPP-like,6.85,7,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,0
M25,Aegir_M25_B77,IHGNANKF_46.region001,RiPP,RiPP-like,10.81,9,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,0
M25,Aegir_M25_B78,EAGGALCG_30.region001,RiPP,ranthipeptide,26,22,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_39.region001,RiPP,RRE-containing,20.3,23,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_40.region001,RiPP,RRE-containing,18.31,18,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_43.region001,RiPP,RRE-containing,20.31,11,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_44.region001,Terpene,Terpene generic,15.68,12,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B78,EAGGALCG_7.region001,Hybrid,arylpolyene:Terpene,41.26,35,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,0
M25,Aegir_M25_B79,DGAMHEBP_111.region001,NRP,NRPS-like,42.66,33,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,0,0
M25,Aegir_M25_B79,DGAMHEBP_29.region001,RiPP,RRE-containing,11.22,7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,0,0
M25,Aegir_M25_B8,HKMAABAO_195.region001,Terpene,Terpene generic,17.41,16,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,JALXAE01,0
M25,Aegir_M25_B8,HKMAABAO_244.region001,RiPP,RiPP-like,8.08,8,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,JALXAE01,0
M25,Aegir_M25_B81,NAMCIKMA_46.region001,RiPP,RRE-containing,20.24,21,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_27.region001,RiPP,RRE-containing,20.26,16,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_16.region001,RiPP,RRE-containing,20.27,25,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B81,NAMCIKMA_3.region001,RiPP,RRE-containing,20.26,20,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,0
M25,Aegir_M25_B82,JBHLLBPA_36.region001,Other,betalactone,19.64,19,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,0,0
M25,Aegir_M25_B83,MENCFBOC_108.region001,RiPP,RRE-containing,12.42,11,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_252.region001,Terpene,Terpene generic,6.44,3,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_475.region001,RiPP,RRE-containing,9.98,8,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B83,MENCFBOC_561.region001,Other,phosphonate,4.52,4,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,0,0
M25,Aegir_M25_B84,HDCNPNCJ_12.region001,Terpene,Terpene generic,16.38,14,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B84,HDCNPNCJ_14.region001,Other,betalactone,32.55,29,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B84,HDCNPNCJ_4.region001,Terpene,Terpene generic,14.85,13,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,0
M25,Aegir_M25_B85,FPNGPMKE_236.region001,RiPP,RRE-containing,2.05,3,Bacteria,WOR-3,Hydrothermia,JBDRYB01,JBDRYB01,0,0
M25,Aegir_M25_B87,DKBJNFLL_109.region001,Other,arylpolyene,26.84,25,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_138.region001,RiPP,RiPP-like,7.52,7,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_141.region001,Polyketide,hglE-KS,12.39,6,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_154.region001,Terpene,Terpene generic,20.94,17,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_171.region001,Other,arylpolyene,28.56,27,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_178.region001,Polyketide,T3PKS,24.23,22,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_219.region001,Terpene,Terpene generic,27.65,18,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B87,DKBJNFLL_22.region001,Terpene,Terpene generic,21.13,17,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,0
M25,Aegir_M25_B88,PNKOKCJG_2.region001,RiPP,RiPP-like,10.2,11,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0
M25,Aegir_M25_B9,CMHNOBHP_178.region001,NRP,NRPS-like,2.38,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M25,Aegir_M25_B9,CMHNOBHP_237.region001,RiPP,RiPP-like,5.1,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M25,Aegir_M25_B90,PLEPLBPC_24.region001,NRP,NRPS-like,36.61,33,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,0
M25,Aegir_M25_B90,PLEPLBPC_10.region001,RiPP,RiPP-like,10.35,9,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,0
M25,Aegir_M25_B91,CMMDPEPH_44.region001,RiPP,RRE-containing,6.98,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B91,CMMDPEPH_48.region001,RiPP,RRE-containing,20.31,19,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B91,CMMDPEPH_66.region001,RiPP,RiPP-like,6.83,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,0,0
M25,Aegir_M25_B93,CNKJHFHF_10.region001,Polyketide,T3PKS,36.3,37,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B93,CNKJHFHF_72.region001,NRP,NRPS-like,37.17,36,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B93,CNKJHFHF_8.region001,Hybrid,RiPP-redox-cofactor:thioamitides:thiopeptide,28.58,30,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,0
M25,Aegir_M25_B95,DNIJFPOO_10.region001,RiPP,RiPP-like,10.85,11,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B95,DNIJFPOO_34.region001,Other,betalactone,17.57,14,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B95,DNIJFPOO_63.region001,RiPP,RiPP-like,11.74,7,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M25,Aegir_M25_B96,KBGDCNMJ_52.region001,Other,betalactone,27.87,27,Bacteria,J088,J088,J088,0,0,0
M25,Aegir_M25_B98,MHGIKJMM_48.region001,RiPP,RiPP-like,10.84,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M25,Aegir_M25_B98,MHGIKJMM_76.region001,Other,hserlactone,15.34,13,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M25,Aegir_M25_B99,FLKMLDCN_17.region001,Other,acyl_amino_acids,7.83,7,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,0
M26,Aegir_M26_B11,DLNEDAAN_222.region001,RiPP,RiPP-like,10.85,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_321.region001,RiPP,RRE-containing,8.47,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_311.region001,Terpene,Terpene generic,22.25,18,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_406.region001,RiPP,redox-cofactor,9.28,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_159.region001,Other,hserlactone,6.61,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_351.region001,Other,arylpolyene,7.9,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B12,PDFOFEJH_58.region001,RiPP,thiopeptide,15.13,15,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M26,Aegir_M26_B12,PDFOFEJH_68.region001,RiPP,RRE-containing,9.01,11,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M26,Aegir_M26_B13,NBAFEPBD_33.region001,RiPP,RRE-containing,7.72,8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,0
M26,Aegir_M26_B14,GCNNIFNC_205.region001,RiPP,RiPP-like,6.62,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,0
M26,Aegir_M26_B17,PKFAEHIF_155.region001,Other,arylpolyene,7.7,8,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,0
M26,Aegir_M26_B18,JCAMHBNC_17.region001,NRP,NRPS-like,32.26,32,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0
M26,Aegir_M26_B18,JCAMHBNC_24.region001,RiPP,RiPP-like,6.1,7,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0
M26,Aegir_M26_B19,HDIEMOMA_43.region001,RiPP,RiPP-like,10.41,9,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,0,0
M26,Aegir_M26_B19,HDIEMOMA_52.region001,RiPP,RRE-containing,20.23,23,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,0,0
M26,Aegir_M26_B2,PCKKCEMC_159.region001,RiPP,RiPP-like,5.74,6,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,0
M26,Aegir_M26_B21,DBAKDGDJ_11.region001,Other,arylpolyene,2.83,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945
M26,Aegir_M26_B21,DBAKDGDJ_156.region001,RiPP,RiPP-like,3.49,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945
M26,Aegir_M26_B22,IIPPKNAG_164.region001,Polyketide,T3PKS,14.46,13,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M26,Aegir_M26_B22,IIPPKNAG_28.region001,Other,ectoine,7.58,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
