source,target,source_metagenome,target_metagenome
BGC0001966,BGC0001966,MIBiG,MIBiG
BGC0001967,BGC0001967,MIBiG,MIBiG
BGC0001968,BGC0001968,MIBiG,MIBiG
BGC0001969,BGC0001969,MIBiG,MIBiG
BGC0001970,BGC0001970,MIBiG,MIBiG
BGC0001971,BGC0001971,MIBiG,MIBiG
BGC0001972,BGC0001972,MIBiG,MIBiG
BGC0001974,BGC0001974,MIBiG,MIBiG
BGC0001975,BGC0001975,MIBiG,MIBiG
BGC0001976,BGC0001976,MIBiG,MIBiG
BGC0001979,BGC0001979,MIBiG,MIBiG
BGC0001980,BGC0002092,MIBiG,MIBiG
BGC0001983,BGC0001983,MIBiG,MIBiG
BGC0001984,BGC0001984,MIBiG,MIBiG
BGC0001985,BGC0001985,MIBiG,MIBiG
BGC0001986,BGC0001986,MIBiG,MIBiG
BGC0001987,BGC0001987,MIBiG,MIBiG
BGC0001988,BGC0001988,MIBiG,MIBiG
BGC0001989,BGC0001989,MIBiG,MIBiG
BGC0001990,BGC0001990,MIBiG,MIBiG
BGC0001991,BGC0001991,MIBiG,MIBiG
BGC0001992,BGC0001992,MIBiG,MIBiG
BGC0001994,BGC0001994,MIBiG,MIBiG
BGC0001995,BGC0001995,MIBiG,MIBiG
BGC0001996,BGC0001996,MIBiG,MIBiG
BGC0001997,BGC0001997,MIBiG,MIBiG
BGC0001998,BGC0001998,MIBiG,MIBiG
BGC0001999,BGC0001999,MIBiG,MIBiG
BGC0002000,BGC0002000,MIBiG,MIBiG
BGC0002001,BGC0002001,MIBiG,MIBiG
BGC0002002,BGC0002002,MIBiG,MIBiG
BGC0002004,BGC0002004,MIBiG,MIBiG
BGC0002005,BGC0002005,MIBiG,MIBiG
BGC0002006,BGC0002006,MIBiG,MIBiG
BGC0002007,BGC0002007,MIBiG,MIBiG
BGC0002008,BGC0002008,MIBiG,MIBiG
BGC0002009,BGC0002009,MIBiG,MIBiG
BGC0002010,BGC0002010,MIBiG,MIBiG
BGC0002011,BGC0002011,MIBiG,MIBiG
BGC0002012,BGC0002012,MIBiG,MIBiG
BGC0002013,BGC0002013,MIBiG,MIBiG
BGC0002014,BGC0002014,MIBiG,MIBiG
BGC0002015,BGC0002015,MIBiG,MIBiG
BGC0002016,BGC0002016,MIBiG,MIBiG
BGC0002017,BGC0002017,MIBiG,MIBiG
BGC0002018,BGC0002018,MIBiG,MIBiG
BGC0002019,BGC0002019,MIBiG,MIBiG
BGC0002020,BGC0002020,MIBiG,MIBiG
BGC0002021,BGC0002021,MIBiG,MIBiG
BGC0002022,BGC0002022,MIBiG,MIBiG
BGC0002024,BGC0002024,MIBiG,MIBiG
BGC0002025,BGC0002025,MIBiG,MIBiG
BGC0002026,BGC0002026,MIBiG,MIBiG
BGC0002028,BGC0002028,MIBiG,MIBiG
BGC0002031,BGC0002031,MIBiG,MIBiG
BGC0002032,BGC0002032,MIBiG,MIBiG
BGC0002033,BGC0002033,MIBiG,MIBiG
BGC0002034,BGC0002034,MIBiG,MIBiG
BGC0002035,BGC0002035,MIBiG,MIBiG
BGC0002036,BGC0002036,MIBiG,MIBiG
BGC0002037,BGC0002037,MIBiG,MIBiG
BGC0002038,BGC0002038,MIBiG,MIBiG
BGC0002039,BGC0002039,MIBiG,MIBiG
BGC0002040,BGC0002040,MIBiG,MIBiG
BGC0002042,BGC0002042,MIBiG,MIBiG
BGC0002043,BGC0002043,MIBiG,MIBiG
BGC0002044,BGC0002044,MIBiG,MIBiG
BGC0002045,BGC0002045,MIBiG,MIBiG
BGC0002046,BGC0002046,MIBiG,MIBiG
BGC0002047,BGC0002047,MIBiG,MIBiG
BGC0002048,BGC0002326,MIBiG,MIBiG
BGC0002049,BGC0002049,MIBiG,MIBiG
BGC0002050,BGC0002050,MIBiG,MIBiG
BGC0002051,BGC0002051,MIBiG,MIBiG
BGC0002053,BGC0002053,MIBiG,MIBiG
BGC0002054,BGC0002054,MIBiG,MIBiG
BGC0002055,BGC0002055,MIBiG,MIBiG
BGC0002056,BGC0002056,MIBiG,MIBiG
BGC0002058,BGC0002058,MIBiG,MIBiG
BGC0002059,BGC0002059,MIBiG,MIBiG
BGC0002060,BGC0002060,MIBiG,MIBiG
BGC0002061,BGC0002061,MIBiG,MIBiG
BGC0002062,BGC0002062,MIBiG,MIBiG
BGC0002063,BGC0002063,MIBiG,MIBiG
BGC0002064,BGC0002064,MIBiG,MIBiG
BGC0002066,BGC0002066,MIBiG,MIBiG
BGC0002067,BGC0002067,MIBiG,MIBiG
BGC0002068,BGC0002068,MIBiG,MIBiG
BGC0002069,BGC0002069,MIBiG,MIBiG
BGC0002070,BGC0002070,MIBiG,MIBiG
BGC0002071,BGC0002071,MIBiG,MIBiG
BGC0002072,BGC0002072,MIBiG,MIBiG
BGC0002073,BGC0002073,MIBiG,MIBiG
BGC0002074,BGC0002074,MIBiG,MIBiG
BGC0002075,BGC0002075,MIBiG,MIBiG
BGC0002076,BGC0002076,MIBiG,MIBiG
BGC0002078,BGC0002078,MIBiG,MIBiG
BGC0002079,BGC0002079,MIBiG,MIBiG
BGC0002080,BGC0002080,MIBiG,MIBiG
BGC0002081,BGC0002081,MIBiG,MIBiG
BGC0002082,BGC0002082,MIBiG,MIBiG
BGC0002083,BGC0002083,MIBiG,MIBiG
BGC0002084,BGC0002084,MIBiG,MIBiG
BGC0002085,BGC0002085,MIBiG,MIBiG
BGC0002086,BGC0002086,MIBiG,MIBiG
BGC0002087,BGC0002087,MIBiG,MIBiG
BGC0002088,BGC0002088,MIBiG,MIBiG
BGC0002089,BGC0002089,MIBiG,MIBiG
BGC0002090,BGC0002090,MIBiG,MIBiG
BGC0002091,BGC0002091,MIBiG,MIBiG
BGC0002093,BGC0002093,MIBiG,MIBiG
BGC0002095,BGC0002095,MIBiG,MIBiG
BGC0002096,BGC0002096,MIBiG,MIBiG
BGC0002097,BGC0002097,MIBiG,MIBiG
BGC0002098,BGC0002098,MIBiG,MIBiG
BGC0002099,BGC0002099,MIBiG,MIBiG
BGC0002100,BGC0002100,MIBiG,MIBiG
BGC0002101,BGC0002101,MIBiG,MIBiG
BGC0002102,BGC0002102,MIBiG,MIBiG
BGC0002103,BGC0002103,MIBiG,MIBiG
BGC0002104,BGC0002104,MIBiG,MIBiG
BGC0002105,BGC0002105,MIBiG,MIBiG
BGC0002106,BGC0002106,MIBiG,MIBiG
BGC0002107,BGC0002107,MIBiG,MIBiG
BGC0002108,BGC0002108,MIBiG,MIBiG
BGC0002109,BGC0002109,MIBiG,MIBiG
BGC0002110,BGC0002110,MIBiG,MIBiG
BGC0002111,BGC0002111,MIBiG,MIBiG
BGC0002114,BGC0002114,MIBiG,MIBiG
BGC0002115,BGC0002115,MIBiG,MIBiG
BGC0002116,BGC0002116,MIBiG,MIBiG
BGC0002117,BGC0002117,MIBiG,MIBiG
BGC0002118,BGC0002118,MIBiG,MIBiG
BGC0002119,BGC0002119,MIBiG,MIBiG
BGC0002120,BGC0002120,MIBiG,MIBiG
BGC0002122,BGC0002122,MIBiG,MIBiG
BGC0002123,BGC0002123,MIBiG,MIBiG
BGC0002124,BGC0002124,MIBiG,MIBiG
BGC0002125,BGC0002125,MIBiG,MIBiG
BGC0002126,BGC0002126,MIBiG,MIBiG
BGC0002127,BGC0002127,MIBiG,MIBiG
BGC0002128,BGC0002128,MIBiG,MIBiG
BGC0002129,BGC0002129,MIBiG,MIBiG
BGC0002130,BGC0002130,MIBiG,MIBiG
BGC0002131,BGC0002131,MIBiG,MIBiG
BGC0002132,BGC0002132,MIBiG,MIBiG
BGC0002133,BGC0002133,MIBiG,MIBiG
BGC0002134,BGC0002134,MIBiG,MIBiG
BGC0002135,BGC0002135,MIBiG,MIBiG
BGC0002137,BGC0002137,MIBiG,MIBiG
BGC0002138,BGC0002138,MIBiG,MIBiG
BGC0002139,BGC0002139,MIBiG,MIBiG
BGC0002140,BGC0002140,MIBiG,MIBiG
BGC0002141,BGC0002141,MIBiG,MIBiG
BGC0002142,BGC0002142,MIBiG,MIBiG
BGC0002143,BGC0002143,MIBiG,MIBiG
BGC0002144,BGC0002144,MIBiG,MIBiG
BGC0002146,BGC0002146,MIBiG,MIBiG
BGC0002147,BGC0002147,MIBiG,MIBiG
BGC0002148,BGC0002148,MIBiG,MIBiG
BGC0002149,BGC0002149,MIBiG,MIBiG
BGC0002150,BGC0002150,MIBiG,MIBiG
BGC0002151,BGC0002151,MIBiG,MIBiG
BGC0002152,BGC0002152,MIBiG,MIBiG
BGC0002153,BGC0002153,MIBiG,MIBiG
BGC0002154,BGC0002154,MIBiG,MIBiG
BGC0002155,BGC0002155,MIBiG,MIBiG
BGC0002157,BGC0002157,MIBiG,MIBiG
BGC0002158,BGC0002158,MIBiG,MIBiG
BGC0002160,BGC0002160,MIBiG,MIBiG
BGC0002161,BGC0002161,MIBiG,MIBiG
BGC0002162,BGC0002162,MIBiG,MIBiG
BGC0002163,BGC0002163,MIBiG,MIBiG
BGC0002164,BGC0002164,MIBiG,MIBiG
BGC0002165,BGC0002165,MIBiG,MIBiG
BGC0002166,BGC0002166,MIBiG,MIBiG
BGC0002167,BGC0002167,MIBiG,MIBiG
BGC0002168,BGC0002168,MIBiG,MIBiG
BGC0002169,BGC0002169,MIBiG,MIBiG
BGC0002170,BGC0002170,MIBiG,MIBiG
BGC0002171,BGC0002171,MIBiG,MIBiG
BGC0002172,BGC0002172,MIBiG,MIBiG
BGC0002173,BGC0002173,MIBiG,MIBiG
BGC0002174,BGC0002174,MIBiG,MIBiG
BGC0002175,BGC0002175,MIBiG,MIBiG
BGC0002176,BGC0002176,MIBiG,MIBiG
BGC0002177,BGC0002177,MIBiG,MIBiG
BGC0002178,BGC0002178,MIBiG,MIBiG
BGC0002180,BGC0002180,MIBiG,MIBiG
BGC0002181,BGC0002181,MIBiG,MIBiG
BGC0002185,BGC0002185,MIBiG,MIBiG
BGC0002186,BGC0002186,MIBiG,MIBiG
BGC0002187,BGC0002187,MIBiG,MIBiG
BGC0002188,BGC0002188,MIBiG,MIBiG
BGC0002190,BGC0002190,MIBiG,MIBiG
BGC0002191,BGC0002191,MIBiG,MIBiG
BGC0002192,BGC0002192,MIBiG,MIBiG
BGC0002193,BGC0002193,MIBiG,MIBiG
BGC0002194,BGC0002194,MIBiG,MIBiG
BGC0002195,BGC0002195,MIBiG,MIBiG
BGC0002196,BGC0002196,MIBiG,MIBiG
BGC0002197,BGC0002197,MIBiG,MIBiG
BGC0002198,BGC0002198,MIBiG,MIBiG
BGC0002199,BGC0002199,MIBiG,MIBiG
BGC0002203,BGC0002203,MIBiG,MIBiG
BGC0002204,BGC0002204,MIBiG,MIBiG
BGC0002205,BGC0002205,MIBiG,MIBiG
BGC0002206,BGC0002206,MIBiG,MIBiG
BGC0002207,BGC0002207,MIBiG,MIBiG
BGC0002208,BGC0002208,MIBiG,MIBiG
BGC0002209,BGC0002209,MIBiG,MIBiG
BGC0002210,BGC0002210,MIBiG,MIBiG
BGC0002211,BGC0002211,MIBiG,MIBiG
BGC0002212,BGC0002212,MIBiG,MIBiG
BGC0002213,BGC0002213,MIBiG,MIBiG
BGC0002214,BGC0002214,MIBiG,MIBiG
BGC0002215,BGC0002215,MIBiG,MIBiG
BGC0002216,BGC0002216,MIBiG,MIBiG
BGC0002217,BGC0002217,MIBiG,MIBiG
BGC0002218,BGC0002218,MIBiG,MIBiG
BGC0002219,BGC0002219,MIBiG,MIBiG
BGC0002220,BGC0002220,MIBiG,MIBiG
BGC0002221,BGC0002221,MIBiG,MIBiG
BGC0002222,BGC0002222,MIBiG,MIBiG
BGC0002223,BGC0002223,MIBiG,MIBiG
BGC0002224,BGC0002224,MIBiG,MIBiG
BGC0002225,BGC0002225,MIBiG,MIBiG
BGC0002226,BGC0002226,MIBiG,MIBiG
BGC0002227,BGC0002227,MIBiG,MIBiG
BGC0002228,BGC0002228,MIBiG,MIBiG
BGC0002229,BGC0002229,MIBiG,MIBiG
BGC0002230,BGC0002230,MIBiG,MIBiG
BGC0002232,BGC0002232,MIBiG,MIBiG
BGC0002233,BGC0002233,MIBiG,MIBiG
BGC0002234,BGC0002234,MIBiG,MIBiG
BGC0002235,BGC0002235,MIBiG,MIBiG
BGC0002236,BGC0002236,MIBiG,MIBiG
BGC0002237,BGC0002237,MIBiG,MIBiG
BGC0002238,BGC0002238,MIBiG,MIBiG
BGC0002239,BGC0002239,MIBiG,MIBiG
BGC0002240,BGC0002240,MIBiG,MIBiG
BGC0002242,BGC0002242,MIBiG,MIBiG
BGC0002244,BGC0002244,MIBiG,MIBiG
BGC0002245,BGC0002245,MIBiG,MIBiG
BGC0002246,BGC0002246,MIBiG,MIBiG
BGC0002248,BGC0002248,MIBiG,MIBiG
BGC0002250,BGC0002250,MIBiG,MIBiG
BGC0002253,BGC0002253,MIBiG,MIBiG
BGC0002254,BGC0002254,MIBiG,MIBiG
BGC0002255,BGC0002255,MIBiG,MIBiG
BGC0002256,BGC0002256,MIBiG,MIBiG
BGC0002257,BGC0002257,MIBiG,MIBiG
BGC0002258,BGC0002258,MIBiG,MIBiG
BGC0002259,BGC0002259,MIBiG,MIBiG
BGC0002260,BGC0002260,MIBiG,MIBiG
BGC0002261,BGC0002261,MIBiG,MIBiG
BGC0002262,BGC0002262,MIBiG,MIBiG
BGC0002264,BGC0002264,MIBiG,MIBiG
BGC0002266,BGC0002266,MIBiG,MIBiG
BGC0002267,BGC0002267,MIBiG,MIBiG
BGC0002268,BGC0002268,MIBiG,MIBiG
BGC0002270,BGC0002270,MIBiG,MIBiG
BGC0002271,BGC0002271,MIBiG,MIBiG
BGC0002272,BGC0002272,MIBiG,MIBiG
BGC0002273,BGC0002273,MIBiG,MIBiG
BGC0002274,BGC0002274,MIBiG,MIBiG
BGC0002275,BGC0002275,MIBiG,MIBiG
BGC0002276,BGC0002276,MIBiG,MIBiG
BGC0002277,BGC0002277,MIBiG,MIBiG
BGC0002278,BGC0002278,MIBiG,MIBiG
BGC0002282,BGC0002282,MIBiG,MIBiG
BGC0002283,BGC0002283,MIBiG,MIBiG
BGC0002284,BGC0002284,MIBiG,MIBiG
BGC0002285,BGC0002285,MIBiG,MIBiG
BGC0002287,BGC0002287,MIBiG,MIBiG
BGC0002288,BGC0002288,MIBiG,MIBiG
BGC0002289,BGC0002289,MIBiG,MIBiG
BGC0002290,BGC0002290,MIBiG,MIBiG
BGC0002291,BGC0002291,MIBiG,MIBiG
BGC0002293,BGC0002293,MIBiG,MIBiG
BGC0002294,BGC0002294,MIBiG,MIBiG
BGC0002295,BGC0002295,MIBiG,MIBiG
BGC0002296,BGC0002296,MIBiG,MIBiG
BGC0002297,BGC0002297,MIBiG,MIBiG
BGC0002298,BGC0002298,MIBiG,MIBiG
BGC0002300,BGC0002300,MIBiG,MIBiG
BGC0002301,BGC0002301,MIBiG,MIBiG
BGC0002302,BGC0002302,MIBiG,MIBiG
BGC0002303,BGC0002303,MIBiG,MIBiG
BGC0002304,BGC0002304,MIBiG,MIBiG
BGC0002305,BGC0002305,MIBiG,MIBiG
BGC0002306,BGC0002306,MIBiG,MIBiG
BGC0002307,BGC0002307,MIBiG,MIBiG
BGC0002308,BGC0002308,MIBiG,MIBiG
BGC0002309,BGC0002309,MIBiG,MIBiG
BGC0002311,BGC0002311,MIBiG,MIBiG
BGC0002312,BGC0002312,MIBiG,MIBiG
BGC0002313,BGC0002313,MIBiG,MIBiG
BGC0002314,BGC0002314,MIBiG,MIBiG
BGC0002315,BGC0002315,MIBiG,MIBiG
BGC0002316,BGC0002316,MIBiG,MIBiG
BGC0002317,BGC0002317,MIBiG,MIBiG
BGC0002318,BGC0002318,MIBiG,MIBiG
BGC0002319,BGC0002319,MIBiG,MIBiG
BGC0002320,BGC0002320,MIBiG,MIBiG
BGC0002321,BGC0002321,MIBiG,MIBiG
BGC0002322,BGC0002322,MIBiG,MIBiG
BGC0002323,BGC0002323,MIBiG,MIBiG
BGC0002324,BGC0002324,MIBiG,MIBiG
BGC0002325,BGC0002325,MIBiG,MIBiG
BGC0002327,BGC0002327,MIBiG,MIBiG
BGC0002328,BGC0002328,MIBiG,MIBiG
BGC0002329,BGC0002329,MIBiG,MIBiG
BGC0002330,BGC0002330,MIBiG,MIBiG
BGC0002331,BGC0002331,MIBiG,MIBiG
BGC0002332,BGC0002332,MIBiG,MIBiG
BGC0002333,BGC0002333,MIBiG,MIBiG
BGC0002334,BGC0002334,MIBiG,MIBiG
BGC0002336,BGC0002336,MIBiG,MIBiG
BGC0002337,BGC0002337,MIBiG,MIBiG
BGC0002338,BGC0002338,MIBiG,MIBiG
BGC0002339,BGC0002339,MIBiG,MIBiG
BGC0002340,BGC0002340,MIBiG,MIBiG
BGC0002341,BGC0002341,MIBiG,MIBiG
BGC0002342,BGC0002342,MIBiG,MIBiG
BGC0002343,BGC0002343,MIBiG,MIBiG
BGC0002344,BGC0002344,MIBiG,MIBiG
BGC0002345,BGC0002345,MIBiG,MIBiG
BGC0002346,BGC0002346,MIBiG,MIBiG
BGC0002347,BGC0002347,MIBiG,MIBiG
BGC0002348,BGC0002348,MIBiG,MIBiG
BGC0002349,BGC0002349,MIBiG,MIBiG
BGC0002350,BGC0002350,MIBiG,MIBiG
BGC0002351,BGC0002351,MIBiG,MIBiG
BGC0002352,BGC0002352,MIBiG,MIBiG
BGC0002353,BGC0002353,MIBiG,MIBiG
BGC0002354,BGC0002354,MIBiG,MIBiG
BGC0002355,BGC0002355,MIBiG,MIBiG
BGC0002356,BGC0002356,MIBiG,MIBiG
BGC0002357,BGC0002357,MIBiG,MIBiG
BGC0002358,BGC0002358,MIBiG,MIBiG
BGC0002359,BGC0002359,MIBiG,MIBiG
BGC0002360,BGC0002360,MIBiG,MIBiG
BGC0002361,BGC0002361,MIBiG,MIBiG
BGC0002362,BGC0002362,MIBiG,MIBiG
BGC0002363,BGC0002363,MIBiG,MIBiG
BGC0002364,BGC0002364,MIBiG,MIBiG
BGC0002365,BGC0002365,MIBiG,MIBiG
BGC0002366,BGC0002366,MIBiG,MIBiG
BGC0002367,BGC0002367,MIBiG,MIBiG
BGC0002369,BGC0002369,MIBiG,MIBiG
BGC0002370,BGC0002370,MIBiG,MIBiG
BGC0002372,BGC0002372,MIBiG,MIBiG
BGC0002373,BGC0002373,MIBiG,MIBiG
BGC0002374,BGC0002374,MIBiG,MIBiG
BGC0002376,BGC0002376,MIBiG,MIBiG
BGC0002377,BGC0002377,MIBiG,MIBiG
BGC0002378,BGC0002378,MIBiG,MIBiG
BGC0002379,BGC0002379,MIBiG,MIBiG
BGC0002380,BGC0002380,MIBiG,MIBiG
BGC0002381,BGC0002381,MIBiG,MIBiG
BGC0002382,BGC0002382,MIBiG,MIBiG
BGC0002383,BGC0002383,MIBiG,MIBiG
BGC0002384,BGC0002384,MIBiG,MIBiG
BGC0002385,BGC0002385,MIBiG,MIBiG
BGC0002386,BGC0002386,MIBiG,MIBiG
BGC0002387,BGC0002387,MIBiG,MIBiG
BGC0002389,BGC0002389,MIBiG,MIBiG
BGC0002390,BGC0002390,MIBiG,MIBiG
BGC0002391,BGC0002391,MIBiG,MIBiG
BGC0002392,BGC0002392,MIBiG,MIBiG
BGC0002393,BGC0002393,MIBiG,MIBiG
BGC0002394,BGC0002394,MIBiG,MIBiG
BGC0002395,BGC0002395,MIBiG,MIBiG
BGC0002396,BGC0002396,MIBiG,MIBiG
BGC0002397,BGC0002397,MIBiG,MIBiG
BGC0002398,BGC0002398,MIBiG,MIBiG
BGC0002399,BGC0002399,MIBiG,MIBiG
BGC0002400,BGC0002400,MIBiG,MIBiG
BGC0002401,BGC0002401,MIBiG,MIBiG
BGC0002402,BGC0002402,MIBiG,MIBiG
BGC0002403,BGC0002403,MIBiG,MIBiG
BGC0002404,BGC0002404,MIBiG,MIBiG
BGC0002405,BGC0002405,MIBiG,MIBiG
BGC0002406,BGC0002406,MIBiG,MIBiG
BGC0002407,BGC0002407,MIBiG,MIBiG
BGC0002408,BGC0002408,MIBiG,MIBiG
BGC0002409,BGC0002409,MIBiG,MIBiG
BGC0002410,BGC0002410,MIBiG,MIBiG
BGC0002411,BGC0002411,MIBiG,MIBiG
BGC0002412,BGC0002412,MIBiG,MIBiG
BGC0002413,BGC0002413,MIBiG,MIBiG
BGC0002414,BGC0002414,MIBiG,MIBiG
BGC0002415,BGC0002415,MIBiG,MIBiG
BGC0002416,BGC0002416,MIBiG,MIBiG
BGC0002417,BGC0002417,MIBiG,MIBiG
BGC0002418,BGC0002418,MIBiG,MIBiG
BGC0002419,BGC0002419,MIBiG,MIBiG
BGC0002420,BGC0002420,MIBiG,MIBiG
BGC0002421,BGC0002421,MIBiG,MIBiG
BGC0002422,BGC0002422,MIBiG,MIBiG
BGC0002423,BGC0002423,MIBiG,MIBiG
BGC0002424,BGC0002424,MIBiG,MIBiG
BGC0002425,BGC0002425,MIBiG,MIBiG
BGC0002426,BGC0002426,MIBiG,MIBiG
BGC0002427,BGC0002427,MIBiG,MIBiG
BGC0002428,BGC0002428,MIBiG,MIBiG
BGC0002429,BGC0002429,MIBiG,MIBiG
BGC0002430,BGC0002430,MIBiG,MIBiG
BGC0002431,BGC0002431,MIBiG,MIBiG
BGC0002432,BGC0002432,MIBiG,MIBiG
BGC0002433,BGC0002433,MIBiG,MIBiG
BGC0002434,BGC0002434,MIBiG,MIBiG
BGC0002435,BGC0002435,MIBiG,MIBiG
BGC0002436,BGC0002436,MIBiG,MIBiG
BGC0002437,BGC0002437,MIBiG,MIBiG
BGC0002438,BGC0002438,MIBiG,MIBiG
BGC0002439,BGC0002439,MIBiG,MIBiG
BGC0002440,BGC0002440,MIBiG,MIBiG
BGC0002441,BGC0002441,MIBiG,MIBiG
BGC0002442,BGC0002442,MIBiG,MIBiG
BGC0002443,BGC0002443,MIBiG,MIBiG
BGC0002444,BGC0002444,MIBiG,MIBiG
BGC0002445,BGC0002445,MIBiG,MIBiG
BGC0002446,BGC0002446,MIBiG,MIBiG
BGC0002447,BGC0002447,MIBiG,MIBiG
BGC0002448,BGC0002448,MIBiG,MIBiG
BGC0002449,BGC0002449,MIBiG,MIBiG
BGC0002450,BGC0002450,MIBiG,MIBiG
BGC0002451,BGC0002451,MIBiG,MIBiG
BGC0002452,BGC0002452,MIBiG,MIBiG
BGC0002453,BGC0002453,MIBiG,MIBiG
BGC0002454,BGC0002454,MIBiG,MIBiG
BGC0002455,BGC0002455,MIBiG,MIBiG
BGC0002456,BGC0002456,MIBiG,MIBiG
BGC0002457,BGC0002457,MIBiG,MIBiG
BGC0002458,BGC0002458,MIBiG,MIBiG
BGC0002460,BGC0002460,MIBiG,MIBiG
BGC0002461,BGC0002461,MIBiG,MIBiG
BGC0002462,BGC0002462,MIBiG,MIBiG
BGC0002464,BGC0002464,MIBiG,MIBiG
BGC0002465,BGC0002465,MIBiG,MIBiG
BGC0002466,BGC0002466,MIBiG,MIBiG
BGC0002467,BGC0002467,MIBiG,MIBiG
BGC0002468,BGC0002468,MIBiG,MIBiG
BGC0002469,BGC0002469,MIBiG,MIBiG
BGC0002470,BGC0002470,MIBiG,MIBiG
BGC0002471,BGC0002471,MIBiG,MIBiG
BGC0002472,BGC0002472,MIBiG,MIBiG
BGC0002473,BGC0002473,MIBiG,MIBiG
BGC0002474,BGC0002474,MIBiG,MIBiG
BGC0002475,BGC0002475,MIBiG,MIBiG
BGC0002476,BGC0002476,MIBiG,MIBiG
BGC0002477,BGC0002477,MIBiG,MIBiG
BGC0002478,BGC0002478,MIBiG,MIBiG
BGC0002479,BGC0002479,MIBiG,MIBiG
BGC0002480,BGC0002480,MIBiG,MIBiG
BGC0002482,BGC0002482,MIBiG,MIBiG
BGC0002483,BGC0002483,MIBiG,MIBiG
BGC0002484,BGC0002484,MIBiG,MIBiG
BGC0002485,BGC0002485,MIBiG,MIBiG
BGC0002486,BGC0002486,MIBiG,MIBiG
BGC0002487,BGC0002487,MIBiG,MIBiG
BGC0002488,BGC0002488,MIBiG,MIBiG
BGC0002489,BGC0002489,MIBiG,MIBiG
BGC0002490,BGC0002490,MIBiG,MIBiG
BGC0002491,BGC0002491,MIBiG,MIBiG
BGC0002492,BGC0002492,MIBiG,MIBiG
BGC0002493,BGC0002493,MIBiG,MIBiG
BGC0002494,BGC0002494,MIBiG,MIBiG
BGC0002495,BGC0002495,MIBiG,MIBiG
BGC0002496,BGC0002496,MIBiG,MIBiG
BGC0002497,BGC0002497,MIBiG,MIBiG
BGC0002498,BGC0002498,MIBiG,MIBiG
BGC0002499,BGC0002499,MIBiG,MIBiG
BGC0002500,BGC0002500,MIBiG,MIBiG
BGC0002501,BGC0002501,MIBiG,MIBiG
BGC0002502,BGC0002502,MIBiG,MIBiG
BGC0002503,BGC0002503,MIBiG,MIBiG
BGC0002504,BGC0002504,MIBiG,MIBiG
BGC0002505,BGC0002505,MIBiG,MIBiG
BGC0002506,BGC0002506,MIBiG,MIBiG
BGC0002507,BGC0002507,MIBiG,MIBiG
BGC0002508,BGC0002508,MIBiG,MIBiG
BGC0002509,BGC0002509,MIBiG,MIBiG
BGC0002510,BGC0002510,MIBiG,MIBiG
BGC0002512,BGC0002512,MIBiG,MIBiG
BGC0002514,BGC0002514,MIBiG,MIBiG
BGC0002515,BGC0002515,MIBiG,MIBiG
BGC0002517,BGC0002517,MIBiG,MIBiG
BGC0002518,BGC0002518,MIBiG,MIBiG
BGC0002520,BGC0002520,MIBiG,MIBiG
BGC0002522,BGC0002522,MIBiG,MIBiG
BGC0002523,BGC0002523,MIBiG,MIBiG
BGC0002524,BGC0002524,MIBiG,MIBiG
BGC0002525,BGC0002525,MIBiG,MIBiG
BGC0002526,BGC0002526,MIBiG,MIBiG
BGC0002527,BGC0002527,MIBiG,MIBiG
BGC0002528,BGC0002528,MIBiG,MIBiG
BGC0002529,BGC0002529,MIBiG,MIBiG
BGC0002530,BGC0002530,MIBiG,MIBiG
BGC0002531,BGC0002531,MIBiG,MIBiG
BGC0002532,BGC0002532,MIBiG,MIBiG
BGC0002533,BGC0002533,MIBiG,MIBiG
BGC0002535,BGC0002535,MIBiG,MIBiG
BGC0002536,BGC0002536,MIBiG,MIBiG
BGC0002537,BGC0002537,MIBiG,MIBiG
BGC0002538,BGC0002538,MIBiG,MIBiG
BGC0002539,BGC0002539,MIBiG,MIBiG
BGC0002540,BGC0002540,MIBiG,MIBiG
BGC0002541,BGC0002541,MIBiG,MIBiG
BGC0002542,BGC0002542,MIBiG,MIBiG
BGC0002543,BGC0002543,MIBiG,MIBiG
BGC0002544,BGC0002544,MIBiG,MIBiG
BGC0002545,BGC0002545,MIBiG,MIBiG
BGC0002546,BGC0002546,MIBiG,MIBiG
BGC0002547,BGC0002547,MIBiG,MIBiG
BGC0002550,BGC0002550,MIBiG,MIBiG
BGC0002551,BGC0002551,MIBiG,MIBiG
BGC0002552,BGC0002552,MIBiG,MIBiG
BGC0002553,BGC0002553,MIBiG,MIBiG
BGC0002554,BGC0002554,MIBiG,MIBiG
BGC0002555,BGC0002555,MIBiG,MIBiG
BGC0002556,BGC0002556,MIBiG,MIBiG
BGC0002557,BGC0002557,MIBiG,MIBiG
BGC0002558,BGC0002558,MIBiG,MIBiG
BGC0002559,BGC0002559,MIBiG,MIBiG
BGC0002560,BGC0002560,MIBiG,MIBiG
BGC0002561,BGC0002561,MIBiG,MIBiG
BGC0002563,BGC0002563,MIBiG,MIBiG
BGC0002564,BGC0002564,MIBiG,MIBiG
BGC0002565,BGC0002565,MIBiG,MIBiG
BGC0002566,BGC0002566,MIBiG,MIBiG
BGC0002567,BGC0002567,MIBiG,MIBiG
BGC0002568,BGC0002568,MIBiG,MIBiG
BGC0002569,BGC0002569,MIBiG,MIBiG
BGC0002570,BGC0002570,MIBiG,MIBiG
