Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species
M26,Aegir_M26_B11,DLNEDAAN_222.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_321.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_311.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_406.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_159.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B11,DLNEDAAN_351.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M26,Aegir_M26_B12,PDFOFEJH_58.region001,RiPP,thiopeptide,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M26,Aegir_M26_B12,PDFOFEJH_68.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0
M26,Aegir_M26_B13,NBAFEPBD_33.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,0
M26,Aegir_M26_B14,GCNNIFNC_205.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,0
M26,Aegir_M26_B17,PKFAEHIF_155.region001,Other,arylpolyene,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,0,0
M26,Aegir_M26_B18,JCAMHBNC_17.region001,NRP,NRPS-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,0
M26,Aegir_M26_B18,JCAMHBNC_24.region001,RiPP,RiPP-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,0
M26,Aegir_M26_B19,HDIEMOMA_43.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,0,0
M26,Aegir_M26_B19,HDIEMOMA_52.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,0,0
M26,Aegir_M26_B2,PCKKCEMC_159.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,0
M26,Aegir_M26_B21,DBAKDGDJ_11.region001,Other,arylpolyene,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945
M26,Aegir_M26_B21,DBAKDGDJ_156.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945
M26,Aegir_M26_B22,IIPPKNAG_164.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M26,Aegir_M26_B22,IIPPKNAG_28.region001,Other,ectoine,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M26,Aegir_M26_B22,IIPPKNAG_33.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M26,Aegir_M26_B25,LLGPIOIN_20.region001,RiPP,RiPP-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,0
M26,Aegir_M26_B26,IFPDOPNG_15.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_18.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_41.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_47.region001,Other,siderophore,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_51.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_51.region002,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_6.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B26,IFPDOPNG_6.region002,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
M26,Aegir_M26_B27,DNALNJHC_153.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M26,Aegir_M26_B27,DNALNJHC_173.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M26,Aegir_M26_B27,DNALNJHC_46.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M26,Aegir_M26_B27,DNALNJHC_141.region001,RiPP,ranthipeptide,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M26,Aegir_M26_B28,FFGAEJMC_80.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,JALSPZ01,0
M26,Aegir_M26_B29,IKNLBCIC_9.region001,RiPP,thiopeptide,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GLR69,0
M26,Aegir_M26_B3,IODIEGBO_93.region001,Other,resorcinol,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,0
M26,Aegir_M26_B31,NLIECILF_1.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,0
M26,Aegir_M26_B32,KKIHGFKI_59.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,0
M26,Aegir_M26_B32,KKIHGFKI_84.region001,NRP,NRPS-like,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,0
M26,Aegir_M26_B33,MJCJCPAN_204.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,0
M26,Aegir_M26_B35,ICMPHAAN_1.region001,Other,betalactone,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignicoccaceae,Ignicoccus,0
M26,Aegir_M26_B37,ANFLNNNB_40.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0
M26,Aegir_M26_B37,ANFLNNNB_38.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0
M26,Aegir_M26_B40,EFHMKIBB_190.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Aquificales,QOAS01,QOAS01,0
M26,Aegir_M26_B42,LIECIJKJ_120.region001,RiPP,RiPP-like,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,0
M26,Aegir_M26_B46,NJMACCPO_14.region001,RiPP,RiPP-like,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,0
M26,Aegir_M26_B47,JFIMMOHC_85.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M26,Aegir_M26_B47,JFIMMOHC_129.region001,Other,hserlactone,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M26,Aegir_M26_B5,BDHJOFGG_132.region001,RiPP,RRE-containing,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,0
M26,Aegir_M26_B6,CBOPLNHK_55.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,JAADDX01,0,0
M26,Aegir_M26_B8,JGFOAEIO_1.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0
M36,Aegir_M36_B1,KLDNEJDF_28.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M36,Aegir_M36_B1,KLDNEJDF_34.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M36,Aegir_M36_B1,KLDNEJDF_26.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
M36,Aegir_M36_B10,DFGJMDKL_248.region001,Other,hydrogen-cyanide,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,0,0
M36,Aegir_M36_B10,DFGJMDKL_346.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,0,0
M36,Aegir_M36_B11,IHMCLFFE_526.region001,RiPP,ranthipeptide,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,JAHDFW01,0,0
M36,Aegir_M36_B12,GOFJAIOF_85.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B12,GOFJAIOF_195.region001,Other,ectoine,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B12,GOFJAIOF_12.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B13,IKNLIDBL_119.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0
M36,Aegir_M36_B13,IKNLIDBL_3.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0
M36,Aegir_M36_B13,IKNLIDBL_46.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0
M36,Aegir_M36_B13,IKNLIDBL_88.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0
M36,Aegir_M36_B15,LAPKCFCO_118.region001,RiPP,RRE-containing,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,0,0
M36,Aegir_M36_B15,LAPKCFCO_24.region001,Other,hydrogen-cyanide,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,0,0
M36,Aegir_M36_B15,LAPKCFCO_69.region001,RiPP,ranthipeptide,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,0,0
M36,Aegir_M36_B17,PFPLAJGA_35.region001,Other,resorcinol,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B17,PFPLAJGA_24.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B17,PFPLAJGA_30.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B17,PFPLAJGA_84.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B17,PFPLAJGA_98.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M36,Aegir_M36_B19,DMJMMPGP_85.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0
M36,Aegir_M36_B2,NDAJAKLO_137.region001,NRP,NRP generic,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_144.region001,Polyketide,T1PKS,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_163.region001,Other,hydrogen-cyanide,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_217.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_47.region001,Polyketide,hglE-KS,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_97.region001,Polyketide,hglE-KS,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_9.region001,Other,betalactone,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B2,NDAJAKLO_174.region001,Other,betalactone,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,0,0
M36,Aegir_M36_B20,MGLIJNGM_128.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M36,Aegir_M36_B20,MGLIJNGM_5.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M36,Aegir_M36_B21,KFOBHDBC_645.region001,RiPP,sactipeptide,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,JAJRTP01,0
M36,Aegir_M36_B21,KFOBHDBC_426.region001,Terpene,Terpene generic,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,JAJRTP01,0
M36,Aegir_M36_B23,KFHHGAEL_190.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B23,KFHHGAEL_85.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B23,KFHHGAEL_205.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B23,KFHHGAEL_187.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B24,DHGLLEPI_55.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,0
M36,Aegir_M36_B24,DHGLLEPI_171.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,0
M36,Aegir_M36_B26,GAOBNHDM_388.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B26,GAOBNHDM_142.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B28,POOKNHCI_102.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B28,POOKNHCI_264.region001,Polyketide,HR-T2PKS,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B28,POOKNHCI_16.region001,Other,arylpolyene,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B28,POOKNHCI_50.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B28,POOKNHCI_226.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B28,POOKNHCI_182.region001,Polyketide,T3PKS,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,0
M36,Aegir_M36_B3,IJGCPAEO_174.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,0
M36,Aegir_M36_B3,IJGCPAEO_33.region001,Other,resorcinol,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,0
M36,Aegir_M36_B3,IJGCPAEO_432.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,0
M36,Aegir_M36_B3,IJGCPAEO_63.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,0
M36,Aegir_M36_B3,IJGCPAEO_66.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,0
M36,Aegir_M36_B33,HDDLGHFE_4.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B33,HDDLGHFE_85.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B33,HDDLGHFE_7.region001,RiPP,thiopeptide,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B33,HDDLGHFE_17.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M36,Aegir_M36_B34,CHHKDDGB_15.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_23.region001,Other,betalactone,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_24.region001,Polyketide,T1PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_45.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_45.region002,NRP,NRPS-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_67.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_6.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B34,CHHKDDGB_8.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,0
M36,Aegir_M36_B35,APLIPKFB_178.region001,RiPP,RRE-containing,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M36,Aegir_M36_B35,APLIPKFB_17.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M36,Aegir_M36_B35,APLIPKFB_58.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M36,Aegir_M36_B35,APLIPKFB_105.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M36,Aegir_M36_B35,APLIPKFB_119.region001,Hybrid,NRPS:T1PKS,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M36,Aegir_M36_B36,LDCPKHLH_297.region001,Other,nucleoside,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,SZUA-1492,0
M36,Aegir_M36_B37,BIGHILKH_292.region001,RiPP,RiPP-like,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JAFGMM01,0,0
M36,Aegir_M36_B38,AIHPAFBK_13.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M36,Aegir_M36_B38,AIHPAFBK_1.region001,Other,ectoine,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M36,Aegir_M36_B38,AIHPAFBK_26.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M36,Aegir_M36_B38,AIHPAFBK_78.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0
M36,Aegir_M36_B39,EJJLEDJN_13.region001,Other,hydrogen-cyanide,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,0,0,0
M36,Aegir_M36_B4,MFMOEDNK_190.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,0
M36,Aegir_M36_B4,MFMOEDNK_230.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,0
M36,Aegir_M36_B40,MACFFGIF_121.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M36,Aegir_M36_B40,MACFFGIF_64.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M36,Aegir_M36_B40,MACFFGIF_25.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M36,Aegir_M36_B40,MACFFGIF_20.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M36,Aegir_M36_B41,ONIHFDBF_163.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M36,Aegir_M36_B41,ONIHFDBF_73.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M36,Aegir_M36_B41,ONIHFDBF_135.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M36,Aegir_M36_B41,ONIHFDBF_136.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M36,Aegir_M36_B41,ONIHFDBF_122.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M36,Aegir_M36_B42,CENODMGI_107.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B42,CENODMGI_209.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B42,CENODMGI_45.region001,RiPP,RiPP-like,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B42,CENODMGI_86.region001,RiPP,RiPP-like,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M36,Aegir_M36_B43,LKNDKLPM_155.region001,RiPP,RRE-containing,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_173.region001,Hybrid,RiPP-like:RRE-containing,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_299.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_314.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_364.region001,Polyketide,T1PKS,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_402.region001,Terpene,Terpene generic,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_509.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B43,LKNDKLPM_524.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,0,0
M36,Aegir_M36_B44,GAILNMON_187.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
M36,Aegir_M36_B44,GAILNMON_94.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
M36,Aegir_M36_B44,GAILNMON_203.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
