genome_ID,M24,M25,M26,M36,M37,M38,M39,M33,M42,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M39_B180,0.002776567,0.003118192,0,0.011797461,0,0.028240552,0.5222346,0,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
Aegir_M39_B181,0.002872874,0,0,0.0699651,0,0.00192402,0.05682081,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
Aegir_M39_B182,0.13022462,0.048722237,0,0.3861316,0.001937226,0.006188863,0.4472595,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
Aegir_M39_B183,0,0,0,0,0,0.003959492,0.07153449,0,0,Bacteria,Desulfobacterota_F,JdFR-97,JdFR-97,JdFR-97,JdFR-97,
Aegir_M39_B184,0,0.001588406,0,0.008945096,0,0.000951147,0.1695192,0,0,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,,
Aegir_M39_B185,0.001348612,0,0,0,0,0.003175921,0.07784136,0.000811754,0,Bacteria,JdFR-76,JdFR-76,JdFR-76,DREG01,DREG01,
Aegir_M39_B186,0.012243547,0.006330212,0,0,0.07244661,0.004947176,0.073870726,0.016942011,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B187,0,0.1638596,0.52243215,0.012517495,0,0,0.051643446,0,0.31978336,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,
Aegir_M39_B188,0,0.001553057,0,0.014734534,0,0.001715095,0.07260722,0,0,Bacteria,Myxococcota,JAADFL01,JAADFL01,JAADFL01,,
Aegir_M39_B189,0,0.001571795,0,0,0,0.049349636,0.12771076,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M39_B19,0.028402586,0,0,0.005907893,0.032803603,0.006235992,0.16263205,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,JAFGTH01,,
Aegir_M39_B190,0.101846725,0.05349989,0,0.009651645,0,0,0.041264754,0.0042777,0.03072092,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,,
Aegir_M39_B191,0.35902318,0.12419809,0,2.8947935,0.15828146,0.01743399,1.5886985,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M39_B192,0.31234306,0.010304482,0,0,0.20975713,0.006362425,0.1165072,0.005952208,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B193,0,0,0,0,0,0.023187552,0.0830688,0,0,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,
Aegir_M39_B194,0,0,0,0,0,0.001652178,0.050486684,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,,
Aegir_M39_B195,0.003599923,0,0,0.002105924,0,0.005416319,0.06839943,0,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,Desulfacyla,
Aegir_M39_B196,0.0105411,0.001819521,0,0.001211684,0,0.00190498,0.07660489,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABRJ01,,
Aegir_M39_B197,0,0,0,0,0,0.001929068,0.055230852,0,0,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,LOWO2-01-FULL-3,JAACEU01,
Aegir_M39_B198,0.005452217,0.000894544,0,0,0.005329936,0,0.090310276,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
Aegir_M39_B199,0.016760686,0.035775438,0.003357538,0.06912175,0.008628151,0.004098738,0.23488836,0,0.001507229,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
Aegir_M39_B2,0.012677193,0.012367957,0,0.00290594,0.021153452,0.01834817,0.077231206,0.001763103,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,S145-25,
Aegir_M39_B20,0.08261883,0,0,0,0,0.003243728,0.034984913,0.011866628,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,
Aegir_M39_B21,0,0.090316,0,0.014729776,0,0.002135854,0.022266319,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,,
Aegir_M39_B22,0,0,0,0.002005619,0,0.007753077,0.045858722,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,
Aegir_M39_B23,0.013908412,0.012289967,0,0,0,0,0.9843339,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B24,0.20879002,0.009906561,0,0.003859004,0.012943057,0.005967452,0.02756941,0.00646877,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M39_B25,0.24272631,0,0,0.002061233,0,0,0.15120076,0.000873501,0,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
Aegir_M39_B26,0,0.003272928,0,0.007121584,0,0.009058413,0.16856529,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,SZUA-1492,
Aegir_M39_B27,0,0.010632257,0,0.002081518,0,0.00145071,0.036664333,0,0,Bacteria,WOR-3,Hydrothermia,,,,
Aegir_M39_B28,0.004240708,0.002451754,0,0.015110837,0,0,0.052064907,0,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,UBA2029,
Aegir_M39_B29,0,0.024047237,0,0.001497983,0,0,0.02667249,0,0.00361671,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
Aegir_M39_B3,0.005637871,0.007923429,0,0.021374317,0.03626298,0,0.032061726,0,0,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M39_B30,0,0.22648636,0,0,0,0,0.037838385,0,0.15090866,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JAADDV01,
Aegir_M39_B31,0.007267431,0.003675286,0,0.007282864,0.037346918,0.003360274,0.034097657,0.000795687,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
Aegir_M39_B32,0.03054259,0,0,0,0,0,0.066390365,0,0.000786161,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,,
Aegir_M39_B33,0,0.06396201,0.86786824,0,0,0,0.060913935,0,0.41236797,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,
Aegir_M39_B34,0,0,0,0,0,0.000958558,0.050439276,0,0,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,,
Aegir_M39_B35,0.08532278,0,0,0.002245858,0.003099484,0.001698662,0.024786264,0.001449295,0,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,,
Aegir_M39_B36,0.021766478,0.0109341,0,0.16118802,0,0,0.045313776,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M39_B37,0,0.000843948,0,0,0,0,0.061200757,0.01795785,0,Bacteria,Acidobacteriota,Aminicenantia,JAMOAD01,JAMOAD01,,
Aegir_M39_B38,0.003175086,0.005125036,0,0.02270928,0,0.018172719,0.20686665,0.005398017,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,B4-G1,
Aegir_M39_B39,0.038299907,0.001467042,0,0,0.005446734,0.000910238,0.43952298,0.001798553,0,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Aegir_M39_B4,0,0,0,0,0,0.016829735,0.057043724,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-22,
Aegir_M39_B40,0.095424175,0.000750802,0,0.002565975,0,0.004198294,0.5864531,0,0.001004066,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,GCA-002770795,DRNA01,
Aegir_M39_B41,0.03390706,0,0,0,0,0,0.050185498,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,
Aegir_M39_B42,0,0,0,0,0,0.026280737,0.19923875,0,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,
Aegir_M39_B43,0.013550552,0.11526431,2.2267125,0.008474181,0.003224668,0.028114237,0.16848646,0.001578385,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M39_B44,0,0.003984632,0,0.011022338,0,0.030531,0.42428523,0.004365033,0,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,UBA3574,
Aegir_M39_B45,0,0,0,0,0,0.3994829,1.740944,0.004883651,0,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,G60ANME1,
Aegir_M39_B46,0.06597185,0.01579856,0,0.008838136,0,0.001660925,0.15602033,0.002964249,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Aegir_M39_B47,0,0.028944358,0,0.001677996,0,0,0.035827756,0,0.004164803,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,,,
Aegir_M39_B48,0.025203643,0.008625648,0,0.01076798,0.01774704,0.006662383,0.21081698,0,0.003189359,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M39_B49,0.03361591,0.000621951,0,0,0,0,0.054451246,0,0.005831241,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Aegir_M39_B5,0.00548056,0.001668421,0,0.15749964,0.006870106,0.0019023,0.32937518,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B50,0,0,0,0,0,0.002282563,0.12531957,0,0,Bacteria,Zixibacteria,MSB-5A5,JAABVY01,JAHJOQ01,JAJRZO01,
Aegir_M39_B51,0,0.20167218,0,0.001375719,0,0,0.06020112,0,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,,
Aegir_M39_B52,0.006755935,0.007538359,0.000535309,0.03157549,0,0,0.050633833,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,
Aegir_M39_B53,0.13411245,0.11941023,0.004909248,1.5774579,0.027940994,0.012033285,0.9379955,0.052620523,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M39_B54,0,0,0,0,0,0.5786529,0.024995439,0,0,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JANPRD01,
Aegir_M39_B55,0.274352,0.004413929,0,0,0,0,0.096638694,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B56,0.001384427,0,0,0,0,0,0.14168297,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDCJ01,,
Aegir_M39_B57,0,0,0,0,0,0.011363043,0.06173141,0.001315461,0,Bacteria,JdFR-76,JdFR-76,JdFR-76,4484-219,4484-219,
Aegir_M39_B58,0,0.000503965,0,0,0,0.00309554,0.053899877,0,0,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,B18-G2,
Aegir_M39_B59,0,0,0,0,0,0,0.28001156,0,0,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,B65-G9,
Aegir_M39_B6,0.003480251,0.018021053,0,0.008016222,0.004653301,0.001791129,0.042099018,0.003267603,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B60,0.01615628,0.00069777,0,0.002300903,0,0.003343185,0.18160926,0,0,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,,
Aegir_M39_B61,0.033748355,0.00757707,0,0.001128648,0,0,0.014014228,0,0.003538998,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,TK06,DRKF01,
Aegir_M39_B62,0.018258635,0.000516225,0,0.006441539,0.13595195,0.004205963,0.05942124,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
Aegir_M39_B63,0.13536884,0.006935449,0,0.013697424,0,0.00102677,0.035794895,0,0,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,
Aegir_M39_B64,0,0.042965546,0,0.019383447,0,0,0.05585871,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,,
Aegir_M39_B65,0,0,0,0,0,0.004060186,0.05084307,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M39_B66,0,0,0,0,0,0.003856899,0.08164215,0,0,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAHJTW01,
Aegir_M39_B67,0.09486815,0.007130272,0,1.0175734,0.0491406,0.009521144,0.22084053,0.003809126,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M39_B68,0,0.012689918,0,0.03742027,0,0,0.055131413,0,0,Bacteria,Myxococcota,Polyangia,HGW-17,SLPX01,,
Aegir_M39_B69,0.103395425,0,0,0,0,0,0.058318846,0,0,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,
Aegir_M39_B7,0,0,0,0.00149703,0,0.001552746,0.047640953,0,0,Bacteria,Desulfobacterota,JACQYL01,JACQYL01,,,
Aegir_M39_B70,0.003222737,0.013795834,0,0.019682378,0,0.002758275,0.023504894,0,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,
Aegir_M39_B71,0,0.003069744,0,0,0,0.007083321,0.60023993,0.014154726,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp021647585
Aegir_M39_B72,0.022660207,0,0,0.009323822,0,0,0.053245008,0.007404065,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,UBA2108,
Aegir_M39_B73,0.003650438,0.006682016,0,0.05385792,0,0,0.027211381,0,0,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
Aegir_M39_B74,0.001331012,0.002994396,0,0.008021575,0,0,0.20316112,0.015916364,0,Bacteria,WOR-3,Hydrothermia,,,,
Aegir_M39_B75,0,0,0,0,0.050381143,0.002047376,0.081904024,0.009362443,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
Aegir_M39_B76,0.001230508,0.00046393,0,0,0.003818858,0,0.07762033,0.002638082,0,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAADGR01,
Aegir_M39_B77,0.004614732,0.014819208,0,0.005386052,0.009432292,0.013198305,0.14075264,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,QNXT01,
Aegir_M39_B78,0.014838404,0,0,0,0,0.014258377,0.27392837,0,0,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
Aegir_M39_B79,0,0.010332326,0,0.030314676,0,0.005037569,0.09422146,0,0,Bacteria,Chloroflexota,Anaerolineae,JAFGEY01,JAFGEY01,,
Aegir_M39_B8,0.060153242,0.01303433,0.05483721,0.51503175,0.09721252,0.04634636,0.089196846,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M39_B80,0,0,0,0,0,0.00760402,0.06759888,0,0,Bacteria,Desulfobacterota_F,B13-G15,B13-G15,B13-G15,B13-G15,
Aegir_M39_B81,0,0.001658179,0,0.011001303,0,0.018637393,0.28990605,0,0,Bacteria,Chloroflexota,Anaerolineae,SpSt-600,SpSt-600,HyVt-206,
Aegir_M39_B82,0.004235857,0,0,0.036522485,0.044870045,0.009075072,0.045990646,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,
Aegir_M39_B83,0.003760329,0.004485337,0,0.019896444,0.024591206,0.001922223,0.05384153,0.00188234,0,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
Aegir_M39_B84,0,0,0,0,0,0.15826459,0.5619833,0.006100196,0,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,
Aegir_M39_B85,0,0,0,0,0,0,0.06708889,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,WJLC01,
Aegir_M39_B86,0,0,0,0,0,0,0.08985145,0,0,Bacteria,WOR-3,Hydrothermia,B15-G9,DRBW01,,
Aegir_M39_B87,0,0,0,0.007100639,0,0,0.052738704,0,0,Bacteria,Patescibacteria,ABY1,UBA10025,JAHIVO01,,
Aegir_M39_B88,0.002932628,0.39575392,0,0.015470841,0,0,0.037286058,0,0,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,,
Aegir_M39_B89,0,0.004864528,0,0.001696852,0,0.003242429,0.079636745,0,0,Bacteria,Acidobacteriota,Aminicenantia,S016-38,S016-38,S016-38,
Aegir_M39_B9,0,0,0,0,0,0.003166501,0.29248375,0,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,,
Aegir_M39_B90,0.001634222,0.08716431,0.4280644,0.002865454,0,0,0.14076881,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,,
Aegir_M39_B91,0,0.001415798,0,0.010165555,0,0.009823823,0.16618268,0,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGZK01,
Aegir_M39_B92,0,0,0,0,0,0,0.056791786,0.00116825,0,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,S015-6,
Aegir_M39_B93,0.27537107,0.044267535,0.009137993,1.1273187,0.15828666,0.032829944,0.8355901,0.006754442,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M39_B94,0.005715581,0.002792415,0,0.05638862,0,0.002690686,0.058804795,0,0,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
Aegir_M39_B95,0,0,0,0,0,0,0.059372507,0,0,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZP01,,
Aegir_M39_B96,0,0.03454135,0.008549153,0.022631612,0,0.003445381,0.037108045,0,0.003484557,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,
Aegir_M39_B97,0.39785254,0.000913569,0,0.87706333,0.012117984,0.004090332,0.10722495,0.004729148,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M39_B98,0,0,0,0,0,0,0.114915125,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAFDDL01,,
Aegir_M39_B99,0.009070697,0.000856778,0,0.12640668,0,0,0.040029306,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,,
Barite_M33_B1,0,0,0,0,0,0,0,0.035743643,0,Bacteria,Omnitrophota,Koll11,Tantalellales,Tantalellaceae,DAOVKF01,
Barite_M33_B10,0,0,0,0,0,0,0,0.040799577,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae_A,JAHRVQ01,
Barite_M33_B100,0.011304455,0,0,0,0,0,0.004484576,0.16755596,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,,
Barite_M33_B101,0.009323903,0.001901275,0,0,0.038714062,0.007678157,0.1004133,0.16841327,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Barite_M33_B102,0,0,0,0,0,0,0,0.16340166,0,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,NORP259,
Barite_M33_B103,0.003979055,0,0,0,0,0,0,0.262405,0,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,SZUA-229,
Barite_M33_B104,0,0,0,0,0,0,0,0.34750843,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B105,0,0,0,0,0,0,0,0.0621047,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Barite_M33_B106,0.011542809,0,0,0,0,0.004235469,0,0.5841716,0,Bacteria,Pseudomonadota,Gammaproteobacteria,QNFE01,,,
Barite_M33_B107,0,0,0,0,0,0,0,0.24960555,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Barite_M33_B108,0,0.000438783,0,0,0,0,0,0.08374552,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,
Barite_M33_B109,0,0,0,0,0,0,0,0.06510682,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,BCD1,
Barite_M33_B11,0,0,0,0,0,0,0.000989607,0.033993147,0,Bacteria,Desulfobacterota,Anaeroferrophillalia,Anaeroferrophillales,Anaeroferrophillaceae,DQWO01,
Barite_M33_B110,0,0,0,0,0,0.000993093,0,0.03926942,0,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
Barite_M33_B111,0.086002395,0.000730642,0,0,0,0.00804282,0,0.12361876,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
Barite_M33_B112,0.004654777,0,0,0,0,0,0,0.048178658,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
Barite_M33_B113,0.5284304,0.000638355,0,0,0,0,0,0.07267202,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,
Barite_M33_B114,0,0.00048791,0,0,0.004658262,0.003676806,0,0.054279644,0,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B115,0,0,0,0,0,0,0,0.06470563,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
Barite_M33_B12,0.010683957,0.002377497,0,0,0.023771271,0.006086968,0.004364397,0.35690555,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAAR01,
Barite_M33_B13,0,0,0,0,0,0,0,0.043491967,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiosymbion,
Barite_M33_B14,0.01722067,0,0,0,0,0,0,0.19890542,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Barite_M33_B15,0.03607319,0,0,0,0,0.013161238,0,0.12067971,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GCA-2733885,
Barite_M33_B16,0,0,0,0,0,0,0,0.049980108,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JAHQVV01,
Barite_M33_B17,0.002133692,0.000444777,0,0,0,0,0,0.048201855,0,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
Barite_M33_B18,0,0,0,0,0,0,0,0.13640432,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
Barite_M33_B19,0,0,0,0,0,0,0,0.50789624,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Barite_M33_B2,0,0,0,0,0,0,0,0.07040845,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B20,0,0,0,0,0,0,0,2.8419864,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,
Barite_M33_B21,0,0,0,0,0,0,0,0.06553928,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,
Barite_M33_B22,0,0.000474506,0,0,0.033945158,0,0,0.024642387,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
Barite_M33_B23,0.030849086,0,0,0,0,0.017304203,0,1.5556802,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Barite_M33_B24,0,0,0,0,0,0,0,0.060463116,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,,
Barite_M33_B25,0.004333527,0,0,0,0,0,0.001770989,0.03331868,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,SXRF01,,
Barite_M33_B26,0,0,0,0,0,0,0,0.0398823,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
Barite_M33_B27,0,0,0,0,0,0,0,0.04142136,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,,
Barite_M33_B28,0.003162377,0,0,0,0,0,0,0.07992565,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,
Barite_M33_B29,0.002670717,0,0,0,0,0.002358316,0,0.0964178,0,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B3,0,0.000693019,0,0,0,0.002593161,0,0.11923669,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_B,
Barite_M33_B30,0.09344793,0.002178465,0,0,0.016690642,0.015003592,0,3.781324,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
Barite_M33_B31,0.07203313,0,0,0,0,0,0,0.09409825,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
Barite_M33_B32,0.01677738,0,0,0,0,0,0,1.9463081,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
Barite_M33_B33,0,0,0,0,0,0,0,0.04165844,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B34,0,0.003690629,0,0,0.014491379,0,0.008782675,0.4147756,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B35,0.009047268,0.003316144,0,0,0.014659956,0.003779179,0.00829296,0.09360226,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B36,0.015070473,0.000715329,0,0,0,0,0,0.33819664,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Barite_M33_B37,0,0,0,0,0,0,0,0.076188706,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
